=== 节点 (Nodes) ===
id,type,name,category,region,platform,heat_score,sentiment,velocity,keywords
topic_00046,topic_00088,related,1.0
topic_00046,topic_00118,related,1.0
topic_00046,topic_00032,related,1.0
topic_00046,topic_00114,related,1.0
topic_00046,topic_00037,related,1.0
topic_00046,topic_00109,related,1.0
topic_00046,topic_00020,related,1.0
topic_00046,topic_00124,related,1.0
topic_00046,topic_00105,related,1.0
topic_00046,topic_00111,related,1.0
topic_00046,topic_00065,related,1.0
topic_00046,topic_00040,related,1.0
topic_00017,topic_00077,related,1.0
topic_00017,topic_00094,related,1.0
topic_00017,topic_00092,related,1.0
topic_00017,topic_00125,related,1.0
topic_00017,topic_00070,related,1.0
topic_00017,topic_00088,related,1.0
topic_00017,topic_00118,related,1.0
topic_00017,topic_00032,related,1.0
topic_00017,topic_00114,related,1.0
topic_00017,topic_00037,related,1.0
topic_00017,topic_00109,related,1.0
topic_00017,topic_00020,related,1.0
topic_00017,topic_00124,related,1.0
topic_00017,topic_00105,related,1.0
topic_00017,topic_00111,related,1.0
topic_00017,topic_00065,related,1.0
topic_00017,topic_00040,related,1.0
topic_00077,topic_00094,related,1.0
topic_00077,topic_00092,related,1.0
topic_00077,topic_00125,related,1.0
topic_00077,topic_00070,related,1.0
topic_00077,topic_00088,related,1.0
topic_00077,topic_00118,related,1.0
topic_00077,topic_00032,related,1.0
topic_00077,topic_00114,related,1.0
topic_00077,topic_00037,related,1.0
topic_00077,topic_00109,related,1.0
topic_00077,topic_00020,related,1.0
topic_00077,topic_00124,related,1.0
topic_00077,topic_00105,related,1.0
topic_00077,topic_00111,related,1.0
topic_00077,topic_00065,related,1.0
topic_00077,topic_00040,related,1.0
topic_00094,topic_00092,related,1.0
topic_00094,topic_00125,related,1.0
topic_00094,topic_00070,related,1.0
topic_00094,topic_00088,related,1.0
topic_00094,topic_00118,related,1.0
topic_00094,topic_00032,related,1.0
topic_00094,topic_00114,related,1.0
topic_00094,topic_00037,related,1.0
topic_00094,topic_00109,related,1.0
topic_00094,topic_00020,related,1.0
topic_00094,topic_00124,related,1.0
topic_00094,topic_00105,related,1.0
topic_00094,topic_00111,related,1.0
topic_00094,topic_00065,related,1.0
topic_00094,topic_00040,related,1.0
topic_00092,topic_00125,related,1.0
topic_00092,topic_00070,related,1.0
topic_00092,topic_00088,related,1.0
topic_00092,topic_00118,related,1.0
topic_00092,topic_00032,related,1.0
topic_00092,topic_00114,related,1.0
topic_00092,topic_00037,related,1.0
topic_00092,topic_00109,related,1.0
topic_00092,topic_00020,related,1.0
topic_00092,topic_00124,related,1.0
topic_00092,topic_00105,related,1.0
topic_00092,topic_00111,related,1.0
topic_00092,topic_00065,related,1.0
topic_00092,topic_00040,related,1.0
topic_00125,topic_00070,related,1.0
topic_00125,topic_00088,related,1.0
topic_00125,topic_00118,related,1.0
topic_00125,topic_00032,related,1.0
topic_00125,topic_00114,related,1.0
topic_00125,topic_00037,related,1.0
topic_00125,topic_00109,related,1.0
topic_00125,topic_00020,related,1.0
topic_00125,topic_00124,related,1.0
topic_00125,topic_00105,related,1.0
topic_00125,topic_00111,related,1.0
topic_00125,topic_00065,related,1.0
topic_00125,topic_00040,related,1.0
topic_00070,topic_00088,related,1.0
topic_00070,topic_00118,related,1.0
topic_00070,topic_00032,related,1.0
topic_00070,topic_00114,related,1.0
topic_00070,topic_00037,related,1.0
topic_00070,topic_00109,related,1.0
topic_00070,topic_00020,related,1.0
topic_00070,topic_00124,related,1.0
topic_00070,topic_00105,related,1.0
topic_00070,topic_00111,related,1.0
topic_00070,topic_00065,related,1.0
topic_00070,topic_00040,related,1.0
topic_00088,topic_00118,related,1.0
topic_00088,topic_00032,related,1.0
topic_00088,topic_00114,related,1.0
topic_00088,topic_00037,related,1.0
topic_00088,topic_00109,related,1.0
topic_00088,topic_00020,related,1.0
topic_00088,topic_00124,related,1.0
topic_00088,topic_00105,related,1.0
topic_00088,topic_00111,related,1.0
topic_00088,topic_00065,related,1.0
topic_00088,topic_00040,related,1.0
topic_00118,topic_00032,related,1.0
topic_00118,topic_00114,related,1.0
topic_00118,topic_00037,related,1.0
topic_00118,topic_00109,related,1.0
topic_00118,topic_00020,related,1.0
topic_00118,topic_00124,related,1.0
topic_00118,topic_00105,related,1.0
topic_00118,topic_00111,related,1.0
topic_00118,topic_00065,related,1.0
topic_00118,topic_00040,related,1.0
topic_00032,topic_00114,related,1.0
topic_00032,topic_00037,related,1.0
topic_00032,topic_00109,related,1.0
topic_00032,topic_00020,related,1.0
topic_00032,topic_00124,related,1.0
topic_00032,topic_00105,related,1.0
topic_00032,topic_00111,related,1.0
topic_00032,topic_00065,related,1.0
topic_00032,topic_00040,related,1.0
topic_00114,topic_00037,related,1.0
topic_00114,topic_00109,related,1.0
topic_00114,topic_00020,related,1.0
topic_00114,topic_00124,related,1.0
topic_00114,topic_00105,related,1.0
topic_00114,topic_00111,related,1.0
topic_00114,topic_00065,related,1.0
topic_00114,topic_00040,related,1.0
topic_00037,topic_00109,related,1.0
topic_00037,topic_00020,related,1.0
topic_00037,topic_00124,related,1.0
topic_00037,topic_00105,related,1.0
topic_00037,topic_00111,related,1.0
topic_00037,topic_00065,related,1.0
topic_00037,topic_00040,related,1.0
topic_00109,topic_00020,related,1.0
topic_00109,topic_00124,related,1.0
topic_00109,topic_00105,related,1.0
topic_00109,topic_00111,related,1.0
topic_00109,topic_00065,related,1.0
topic_00109,topic_00040,related,1.0
topic_00020,topic_00124,related,1.0
topic_00020,topic_00105,related,1.0
topic_00020,topic_00111,related,1.0
topic_00020,topic_00065,related,1.0
topic_00020,topic_00040,related,1.0
topic_00124,topic_00105,related,1.0
topic_00124,topic_00111,related,1.0
topic_00124,topic_00065,related,1.0
topic_00124,topic_00040,related,1.0
topic_00105,topic_00111,related,1.0
topic_00105,topic_00065,related,1.0
topic_00105,topic_00040,related,1.0
topic_00111,topic_00065,related,1.0
topic_00111,topic_00040,related,1.0
topic_00065,topic_00040,related,1.0
topic_00115,topic_00117,ranked_below,1.0
topic_00117,topic_00108,ranked_below,0.97
topic_00108,topic_00004,ranked_below,0.94
topic_00004,topic_00025,ranked_below,0.91
topic_00025,topic_00003,ranked_below,0.88
topic_00003,topic_00080,ranked_below,0.85
topic_00080,topic_00058,ranked_below,0.8200000000000001
topic_00058,topic_00087,ranked_below,0.79
topic_00087,topic_00119,ranked_below,0.76
topic_00119,topic_00126,ranked_below,0.73
topic_00126,topic_00056,ranked_below,0.7
topic_00056,topic_00098,ranked_below,0.67
topic_00098,topic_00082,ranked_below,0.64
topic_00082,topic_00071,ranked_below,0.61
topic_00071,topic_00030,ranked_below,0.5800000000000001
topic_00030,topic_00099,ranked_below,0.55
topic_00099,topic_00005,ranked_below,0.52
topic_00005,topic_00027,ranked_below,0.49
topic_00027,topic_00069,ranked_below,0.45999999999999996
topic_00069,topic_00044,ranked_below,0.43000000000000005
topic_00044,topic_00015,ranked_below,0.4
topic_00015,topic_00047,ranked_below,0.37
topic_00047,topic_00129,ranked_below,0.3400000000000001
topic_00129,topic_00057,ranked_below,0.31000000000000005
topic_00057,topic_00034,ranked_below,0.28
topic_00034,topic_00090,ranked_below,0.25
topic_00090,topic_00074,ranked_below,0.21999999999999997
topic_00074,topic_00053,ranked_below,0.19000000000000006
topic_00053,topic_00009,ranked_below,0.16000000000000003
